İsim,Adres,Telefon,E-posta
Sultanbeyli Aydos Tesis,,,
Farket Lokantası,,+905461962727,
Balat Pide Lahmacun,,,
Abant Kahvaltı Cafe,Fettah başaran 2 caddesi,,
Hanice Et Mangal Kahvaltı,,,
Çırakoğlu Et Mangal,,,
Dursunköy Surak Kokoreç,,,
Kokoreççi,,,
Şöhret Saç Tava Balık,,,
Real Köftecim & Büfe,,,
Cadde İst'klal,Halitağa Caddesi,,
Polat Işkembe,786. Sokak,+90 212 699 47 12,
Koko Mustı Kelle Paça İşkembe,Şemsettin Günaltay Caddesi,,
The Wall Suadiye,,,
Melopee Suadiye,,,
Lezzet Sarıyer Börekçisi,Prof. Dr. Necmettin Erbakan Caddesi,,
Beyoğlu Çorbacısı,,,
The Rua Suadiye,Ulus Sokağı,,
Taner Börek,Kazım Özalp Sokağı,,
Roka Cafe Kahvaltı,Yeni Çarşı Caddesi,+90 543 830 06 44,
Eagle chinese gastro & sushi,,02122191060,
Isola,,+902122481248,
Taner Börek,Bayar Caddesi,,
Sirtaki Meyhanesi,Cumhuriyet Caddesi,05551794635,
Çam Sut Mangal,,+90 212 278 78 26,
Trabzon Kültür Derneği,,,
Ağa Türk Mutfağı,,,
Alcazar,,,
Şevketin Yeri Samsun Pidesi & Mantı,,,
Gazi Çiğköfte,,,
Cadde Kanat,,,
SOİ Cadde,,,
The Salaş,3022. Sokak,,
Palulu Cumali Adana Kebapçısı,Hoşgörü Sokağı,,
Galapera,Galata Köprüsü,+905336604352,
Fülâne,Dervişler Sokak,,
Galapera Restaurant,Galata Köprüsü,02122528551,info@galaperarestaurant.net
Kaan Cafe Restaurant خان رستورانت Khan Restaurant,Nazım Hikmet Bulvarı,+905386905797,
Yeşiltepe Garden,,,
Secret garden,,,
Chinese & Sushi Express,,,
Bizim Ev Moda,,,
Direkli Köftecisi,,,
By Boss Lounge,,,
Vegan Masa,Mısırlıbahçe Sokağı,02122274961,
Gorgonzo,,,
2Bites,,,
Yıldız 3 Köfte Salonu,,,
Hardy's Burger,,,
Hayati Express,,,
Kadı Lokantasi,,,
Octo,Kemankeş Karamustafa Paşa,+90 212 806 40 40,
Gönül Abla Ev Yemeklero,,,
Sinop Mantı Evi,,,
Saje Lounge Ataşehir,,,
Bizim Balıkçı,,,
Şirin Büfe,,,
مطعم كباب بغداد,,,
Hadika Kahvaltı Evi,,,
Çayeli,,,
Nano Dürüm,Siteler Caddesi,+90 542 513 2324,
Beyoglu Halk Doner,,,
IKON,,,
Batard,,,
the ordinary,,,
Saku,,,
Turk Fatik Tutak,,,
Emay’s Cuisine,Havacı Binbaşı Mehmet Sokağı,,
Galata Sanat Restaurant,,,
Tadı Bafra,Tecer Sokağı,,
Sliceguy,,,
Sakura Sushi Bar,,,
"DİYARZADE KÜNEFE, KATMER, BAKLAVA, VE TATLI",Menderes Caddesi,+905050962623,
Fit House,Ogün Sokağı,,
SALT Fried Chicken,Ogün Sokağı,,
ADAB Eski Usûl Meyhane,Tuncay Artun Caddesi,0212 277 77 72,
Palmiye Et Lokantası,Gazi Muhtarpaşa Sokağı,,
Münhasir Döner & Kebap,,,
Panzarotti,,,
Emir Kasap Steakhouse,,+90 216 6772005,
Dönerci Mehmet Usta,,,
ZeytinDalı Kır Bahçesi,"Gazitepe Mh, Taşkınlar Çk Sk",+90 535 104 60 02,info@zeytindalikirbahcesi.com
Zoo,,,
Payyar Ocakbaşı,Fener Kalamış Caddesi,,
Homemade,,,
Metet Közde Döner,Operatör Cemil Topuzlu Caddesi,+90 216 2022010,
RUB,,,
Shake Shack,,,
,Nihal Sokağı,,
Sahan,,,
Big Chefs,,,
Pizza Rucola,Osmanlı Bulvarı,,
Hook Balık,,,
Gardaş Cag Kebap,Millet Caddesi,,
Günaydın Köfte Döner,Millet Caddesi,,
İntiba Döner,Şehit Emin Çölen Sokağı,,
Tike Restoran,Tepecik Yolu,,
BigChefs,,,
Taner Börek,Recep Peker Caddesi,,
Üsküp Köfte,,,
Oşifa Çiğköfte,Bağdat Caddesi,,
Tavuk Dünyası,,,
Taksim Bahçivan,Turnacıbaşı Sokağı,+902122513045,
Zürafa no 203,Bağdat Caddesi,,
Sinop Mantı,Bağdat Caddesi,,
Bedri Usta Çiftehavuzlar Pide & Lahmacun,Bağdat Caddesi,,
Koali,,,
Ethem Efendi Kahvaltı,Tütüncü Mehmet Efendi Caddesi,,
Peninsula,Tersane Caddesi,,
OSES çiğ köfte,,,
Çengelköy Börekçisi,,,
Taner Börek,Tütüncü Mehmet Efendi Caddesi,,
Bağdat Döner,,,
2'de 1 Köfte,Tütüncü Mehmet Efendi Caddesi,,
Han Atlas Üzbek Restaurant,,,
GALAKTION,,,
,Küçük Ayasofya,,
Köfteci Yusuf,,,
Yemekçi 7/24,,,
Saray 1 Pide Lahmacun,1139. Sokak,+90 212 479 5139,
Sevgi Pilavcısı,Millet Caddesi,,
THE WOKSHOP,,905525751555,
Şehrazat Kebap,,,
Tatar Salim,Güneşlibahçe Sokağı,+902165505656,
RICCO,,,
MEHMET NAMLI KEBAP & DÜRÜM & LAHMACUN,,,
Bayındır Restoran,Mimar Sinan Caddesi,02164822424,
Küff,,,
Bizim Balık Evi,Ethem Efendi Caddesi,,
Hasanpaşa Konaği,Ordu Caddesi,,
Sushico,,,
Lagos,,,
Fetih Iskembe,,,
Tehroon Restaurant,,,
SAFİR IRANIAN RESTAURANT,,,
Spenta Pizza Restaurant & Cocktail Bar,,,
Nur Kebap Lahmacun Pide salonu,,,
Palm fast food,,,
Ali Ocakbaşı,Kazım Özalp Sokağı,,
Ken Sushi,Kazım Özalp Sokağı,,
Günaydın Şaşkınbakkal,Kazım Özalp Sokağı,,
Cotto Gastro,Kazım Özalp Sokağı,,
Haci Bozan,,,
Lena Restaurant,,,
Nohut Falafe & Humus,,,
Ali Food Shop,,,
Huqqa,Libadiye Caddesi,,
Tahtalıköy,,,
Zennup 1844 Fişekhane,Kennedy Caddesi,05324191634,
Adana İl Sınırı,Ihlamur Bulvarı,,
Beeves Steakhouse,Ihlamur Bulvarı,,
Makchefs,Sarkaç Sokağı,,
Muhabbet,,,
Sahra Hotpot,,,
Ortaköy Kumpir,,,
Havva Hanım Trabzon Köy Kahvaltısı,,,
Golden Spoon,,,
Yanyalı Fehmi Lokantası,Yağlıkçı İsmail Sokağı,,
Mantımia,,,
Sudi,,,
42.5,,,
Çiya Kebap,,+902163363013,
Burgerillas,,,
12:30,,,
Garden mezze,Serdar Sokağı,+905323490238,
Hani,Beyaz Akasya Sokağı,,
The Himalayan restaurant,Kalyoncu Kulluğu Caddesi,,
Cozy Garden Restaurant Cafe,,,
Nar Mantı & Cafe,Emin Ali Paşa Caddesi,,
Vandal,,,
Kiva,,,
Big chefs,,,
The gospel culture,,,
Cadde Gözleme Cafe,,,
Kirvem Kanat Evi,,,
Hassoylu Dürüm,,,
İş Bankası Kalamış Lokali,Sadberk Sokağı,,
Bedri Usta Kalamış,Münir Nürettin Selçuk Caddesi,,
Cooker,,,
ikonium Etiler Etli Ekmek,,,
Börek Cafe Yelken,,,
Çeltik Kebap Lahmacun,,,
Filiboz Cafe Restaurant,,,
Konya Tadım,,02163993224,
Tarihi Maltepe Çorbacısı,,02164576939,
Değirmen,Osmanlı Bulvarı,,
Metet,,,
Sushi Manga,,,
Sensus,,,
Sintesi,,,
İntiba Döner,Dedepaşa Bulvarı,,
Maroof,Dedepaşa Bulvarı,,
Levent Börek,Şakacı Sokağı,,
Crousty Co,,,
Pilavhane,,,
Gamze,,,
Konak,,,
Sarıyer Börekçisi,,,
Beyoğlu Pilav,,,
Sembol Ocakbaşı,,,
Doğa Cafe Restaurant - Alev Hanım'ın Mutfağı,Martı sokak,+90 0531 721 98 71,
Asya Kasap & Et,,,
Pablo Pizza,,,
Komagene Çiğköfte,,,
Sakhalin İstanbul,Koru Sokak,+90 530 811 88 88,
Anka Mutfağı,,,
Döner Vadisi & Çorba,Mustafa Kemal Atatürk Caddesi,+90 212 289 6061,
Pelikan Balık & Restaurant,Ulus Caddesi,+90 0216 350 37 56;+90 0216 311 21 22;+90 530 833 31 63,
Semsür Çiğköfte,,,
İBB Sultanbeyli Kent Lokantası,,,
İBB Avcılar Kent Lokantası,,,
İBB Bağcılar Kent Lokantası,,,
İBB Çapa Kent Lokantası,,,
İBB Hisarüstü Kent Lokantası,,,
İBB Küçükçekmece Kent Lokantası,,,
İBB Pendik Kent Lokantası,,,
İBB Sultanahmet Kent Lokantası,,,
İBB Ümraniye Kent Lokantası,,,
İBB Üsküdar Kent Lokantası,,,
Natur'el Bahçe,Şehit İlknur Keleş Sokağı,,
Frida Art Meyhane,,,
,Piyer Loti Caddesi,,
SushiCo,Akın Sokağı,,
Beeves,Millet Caddesi,,
Paşa Köşkü Et Lokantası,,,
Tablacı Güney Doğu Mutfağı,,,
Ehli Ciğer,,,
Çavuşoğlu Kebap Baklava,,+90 212 803 38 38,
Mylos Ayvalık Cunda Mutfağı,,,
Köşebaşı,,,
Bizim Bahçe Cafe & Restaurant,,,
Lahpimadecun,,,
Köfteci Yusuf Sanayi Mah,Fatih Caddesi,(0224) 773 62 61,
Onion Cafè,,,
Çılgın büfe,,,
Bizim Lokanta,Ihlamur Bulvarı,,
Gaziantep Döner Salonu,,,
Malatya Pide & Lahmacun Salonu,,,
Develi1912 Samatya,Gümüş Yüksük Sokağı,,
Big Chefs,,,
Kevok Ocakbaş,Meşrutiyet Cd.,+905349282121,
Ceneviz Balik,,,
Tarabya Mangalbaşı,,,
Pizza Hut,,,
,Kemankeş Karamustafa Paşa,+90 212 293 62 63,
,Kemankeş Karamustafa Paşa,+90 212 293 68 80,
Baklava Hanem,Ergenekon Caddesi,02122408812,
,,+90 535 778 77 05,
Fül Fül Çorba,Kurbağalıdere Caddesi,,
Haçapuri,Fahrettin Kerim Gökay Caddesi,+90 216 450 23 00,
Nebyan,Rüştiye Sokağı,,
Has Titiz Kebap,Tavukçuyolu Caddesi,,
Başak Köfte Salonu,,,
Catalca Gizli Bahce,,+90 532 137 65 40,
Adanalı Serhat Usta,,,
Biget Steak & Co.,,,
,Rahvancı Sokağı,+90 212 556 47 20,
,Ruşen Ağa Sokağı,+902163362366,
,Yirmiüç Nisan Caddesi,,
,Kutlugün Sokağı,,
Tarihi Pasahan Konagi,,,
ying,,,
Köfteci Yusuf,,,
Balkan kefana,,,
Halil Ustanın Sofrası,,,
Sent Pilavcisi,,,
Sile balikçisi,,,
Çavuş,,,
Hafizoğlu,,,
Maison 39,Andelip Esat Sokağı,,
Gardaş Cağ Kebap,,,
Mojo,,,
Yakamoz Balık,,,
Kalarmaria,Dr. Faruk Ayanoğlu Caddesi,,
Çorbacı Gada,,,
Moston Cafe Restoran,Gülcihan Sokağı,+90 216 3523717,
Matters Suadiye,Pembe Gül Sokağı,,
Razaki,Şemsettin Günaltay Caddesi,,
Prava Pita,,+902125814638,
Et Dünyası,Gündoğdu Caddesi,,
İntiba Döner,Sanayi Caddesi,,
Tatar Salim,Caddebostan İskele Sokağı,,
Premium Dem Hotel,Şükrü Sokak,+902125870204,info@demhotelpremium.com
Hatice Anne Ev Yemekleri,,,
The First Ottoman Lounge,,,
As You Sea Seafood & Kepab,Akbıyık Caddesi,+905436194532,
Doyuran Ev Yemekleri,Ördekli Bakkal Sokağı,,
Ulusoy Cafe & Pastane,Ördekli Bakkal Sokağı,,
Mola Garden,,,
Dut Meze,,,
Californian Usa Burger,,,
Chez Boré Restaurant Café,,,
Endam,Kumbaracı Yokuşu,,
"Cook me, eat me",Kumbaracı Yokuşu,,
Restohan,Darüssade Sokağı,+90 553 009 09 12,restohan34@gmail.com
Selfish Tapas Food & Wine,,,
,Abdülezelpaşa Caddesi,,
Tarihi Fener işkembecisi,Abdülezelpaşa Caddesi,,
Met-Et Kasap Restaurant,,,
,Çelebioğlu Sokağı,,
Eren Köfte-İzgara,,,
Atom Pilav,,,
Beyoğlu Çorbacısı Kurtköy,,,
Saafi Döner,,,
Dostlar Kebap Salonu,Hamam Sokağı,+902163871866,
Community Kitchen,Serdar-ı Ekrem Caddesi,,
Gelisli Balik Restaurant,Karakütük Caddesi,,
Zemin Cafe,,,
Pilavcı Teyze,,,
Sofram Balık Restaurant 1978,,,
Kebapçı Hasan Usta,,,
Çarşı Kebap Pide Lahmacun,,+902127316316,
Saloon Burger,,,
Baydöner İskender,,,
İnc Kasap & Et Restaurant,,,
Hacı Kerimoğulları,,,
Murat Büfe,,,
Hazal Börek,,,
Levent Börek,,,
Simit Sarayı,,,
Aşikar Lokantası,,,
Dağlayan,,,
Hacıoğlu,,,
Pehlivan,,,
Bambi Cafe,,,
Köfteci Mustafa,,05323040572,
Dönerci Semih Ersoy,,,
Hot Döner,,,
Gülümoğlu Lahmacun,,,
Paşa Döner,,,
Kovan,,,
Mutfak Koz,Kaya Sultan Sokağı,+90 551 636 4455,
Bizimkiler Ev Yemekleri,,+90 554 3315568,
Pideban Sariyer,Sarıyer Deresi Sokağı,,
Oses Çiğ Köfte,,,
Huzur Lokantısı,,,
Kokobey Kokoreç,,,
Kokoreççi Uğur,,,
Saray Muhallebicisi,,,
Gala Life,Galata Köprüsü,,
Emek saray,,,
Maydonoz Döner,,,
Piri Piri Chicken,,,
Abdi Bey Lokantası,Bankalar Caddesi,,
Perri Karaköy,Bankalar Caddesi,,
Çosa,Saniye Ermutlu Sokağı,,
Tuğbiş Mantı,Faikbey Sokağı,,
HD İskender,,,
Burger Yiyelim,,,
Sblue Cafe & Bistro,Karadağ Caddesi,,
Günaydın,,,
Gala Pilav,,,
Bay Mantı,İcadiye Caddesi,,
Kuzguncuk Burger Cafe,İcadiye Caddesi,,
Nello's,Ethem Efendi Caddesi,,
Lezzethane,55. Sokak,,
Geççi Maslak,Ahi Evran Caddesi,+905307079385,
Tantuni 'tan,,,
Cigerci Saim,,,
Ruby Plus,,,
Elit Ciğer Kaburga,,,
Karina Balık,,,
Villa Restaurant Silivri,Fahrettin Berktaş Sokağı,+905326509696,
Gaziantepli Ökkeş Usta,,,
İtibar Köz Döner,,,
Bella Costa Cafe,,,
Beltur,,,
Şişko perihan,,,
Old Hipodrom,,,
Uzunlar Kebap,,,
Manakin Restoran,Dumlupınar Sokak,+90 539 592 87 54,
Beşiktaş Çıtır,Altıntaş Sokağı,,
Kofte restaurant,,,
Zade Cafe,Çukurlu Çeşme Sokağı,+902122448147,
Balkan Cafe & Restaurant,,,
Mimoza Yöresel Ev Yemekleri,,,
Köfteci Kara,,,
Olden 1772,Mimar Vedat Sokağı,+90 544 401 17 72,info@olden1772.com
Derin Köfte&Burger,İmza Sokak,+905322069197,Derinkofteburger@gmail.com
Yavuzbey İskender,,,
MY Meşhur Balıkçı,,,
Ziyafet kuzu çevirme İstanbul,Hüdavendigar Caddesi,+905308491545,
Abitoğlu Döner,,,
Gar Lokantası,,,
Bahçem Et Ocakbaşı Bahçede Mangal,,,
Bado Cağ Kebap,,,
Tuna Club & Restaurant,,,
Ehli Keyfi Ocakbaşı,,,
Vagon Tantuni,,715 33 33,
Green Hill,,,
Şaka Da Pera,,,
Beykizi Kave Ve Restoran,,,
Lucy Pera,,,
Kırmızı Kedi,,,
Sultanıa Restaurant,Ibn-I-Kemal Caddesi,,
Rose Adidas Restaurant,Ibn-I-Kemal Caddesi,,
Ti Amo Bistro Cafe & Restarant,,,
Nova Roma Restaurant,,,
Sirkeci Sultan Restaurant,,,
Sultan Sofrası İkram,,,
Hocapaşa Fish & Kebab,,,
Antep Kebap Lahmacun,,,
Hacı Beyaz Chef,,,
Kazım Usta Kebapçısı,,,
Damo Iranian,,,
Asmalı Pera Midye,,,
Bogenville,,,
Ece Kasap Et Lokantası,,,
Reis Balık,,+905436228295,
Safir restaurant,,,
Kazap Osman,,,
Ercan Pizza,Osmanlı Bulvarı,,
Cantinery İstinye Park,Katar Caddesi,+905365508440,info@cantinery.com
Sehzadem,Kazim Karabekir,05327423058,
Meylihane,,,
Tuzlam Pilav,,,
Kuzeyin Sofrası,Ankara Caddesi,,
Pirim Ciğküfte,,,
Saca Marin,Münir Nürettin Selçuk Caddesi,+902163385959,
Hasan Usta Kebap,,,
Bakıroğlu Gurme,Prof. Dr. Ali Nihat Tarlan Caddesi,,
Leziz Esnaf Lokantası,Çobançeşme E-5 Yan Yol Caddesi,,
Cozy Etiler,Dilhayat Sokağı,+90 530 289 82 93,
Della Fame,Ataşehir Bulvarı,,
Big Chefs,,,
Big Chefs,Ertuğrul Gazi Sokağı,,
Üstadlar Ocakbaşı,Sütçü Yolu Caddesi,,
Cafe24,,,
Adana Ocakbaşı,,,
Köfteci Yusuf,Kayışdağı Caddesi,,
Sushi-G,,,
Suhan Kebap,İnönü Caddesi,,
Basri Baba İstanbul,Kennedy Caddesi,05379855555,
Zurna Dürüm,,,
Tok BBQ,Caddebostan İskele Sokağı,,
Lokanta by Divan,Asker Ocağı Caddesi,02123155575,
Safran Restsurant,,,
FABESCO CAFE & RESTAURANT,,,
Hero's Pizza Başakşehir Şubesi,Yeşil Vadi Caddesi,+90 212 843 86 66,
Magnus,,,
HD İskender,,,
Abooov Kebap,Sarayardı Caddesi,,
Erol Büfe,Yüzer Havuz Sokağı,+90 212 210 01 33,
Akoğuz Izgara ve Ev Yemekleri,,,
The St. Bernard Restaurant,,,
Anatolia,,,
Meat Show,,,
Ben Ahmet Usta,,,
More Restaurant,,,
Big Boss Fish & Kebap,,,
Big Mamma's,,,
Layali Shamiya,,,
Taebaek,,,
The Brasserie,,,
Big Mamas,,,
Tal Hane,,,
Natural Fish Kebap,,,
Çelebi Kebap Pide,Şehit Muhtar Bey Caddesi,,
Meydan Cafe Restaurant,,,
Zentrum Cafe Restaurant,,,
Gönen Rooftop Restaurant,,,
Midway Cafe Restaurant,Abdülhak Hamit Caddesi,,
Turkish Barbecue Kebab,Şehit Muhtar Bey Caddesi,,
Son Osmanlı Lounge,Şehit Muhtar Bey Caddesi,,
Ayhan Köftecisi,,,
Makam,,,
Hacı Usta,,+90 216 441 41 62,
Costa Karaköy,,,
Murat Muhallebicisi,,,
Sofra,,,
Dem Balık,,,
Altınbaca Kebap,,,
Pera Port Lounge,,,
Poppy,,,
Arif Bey Köfte,,,
Tükkan,,,
Sokak Karaköy Restaurant,,,
Mumhane Lokantası,,,
Bonker's,,,
Golden Shish,,,
Ocean Fish House,,,
Galata Rıhtım Balıkçısı,,,
Meşhur Karaköy Balık Dürümcüsü,,,
Yelkenci Karaköy,,,
Baracuda,,,
Liman Karaköy,,,
Fish House Karaköy,,,
Fanus,Fermeneciler Caddesi,,
Benden Karaköy,,,
Emek Borek,Kamer Hatun Caddesi,,
Güler Ocakbaşı Restaurant,Keskin Kalem Sokağı,+90 212 275 44 66,
Kosor Çağ Kebap,,,
Hanedan Ocakbaşı,,,
Pilavcı Alkan 2,,,
Urfam Lahmacun,Cami Sokağı,,
PALEGG,,,
Makana,,,
Meat Moot,,,
Happu Antakya-Fine Food,Yeni Yol Sokağı,+90 542 837 16 89,happuantakya@gmail.com
Kahuri Köfte,,,
Mantımia,Şemsettin Günaltay Caddesi,,
Mesut Cafe,Selman Ağa Çeşme Sokağı,,
amazon,Firuzköy Bulvarı,,
Havva Hanım Erenköy Kahvaltı,Şemsettin Günaltay Caddesi,,
Komagene çiğköfte-ahmediye,Doktor Fahri Atabey Caddesi,02163440060,
Kahta Arsemes,Bülbül Sokağı,+905416330028,
Paşahan Künefe,,+905405143434,
Hacıoğlu Lahmacun,,,
BELTUR Pembe köşk restorant,,,
Cızzgara,,,
Fener,,,
Hacıbaşar Kebap,,,
Sağdıçlar Balık Ye,,,
Oses Çiğköfte Vefa,,,
960 Restoran,,,
Sabancı Öğretmen Evi,,,
Lunapark Restaurant,,,
Café Zanzibar,,,
Bedri Usta,,,
Koço,,,
Ekizler Görele Pide,,+90 216 318 6042,
Paysage,,,
Develi Marin,,,
Posh,,,
Agapia Meyhanesi,Kadife Sokağı,,
Develi Kebap Kalamış,,,
Divan Brasserie Kalamış,,,
Hai! Sushi,,,
Todori,,,
KA'hve,,,
Damalis,,,
Cundacı,,,
Develi Kalamış,,,
Happy Moon's Fenerbahçe,,,
Midpoint,Fener Kalamış Caddesi,,
Beer's,,,
Cuma,,,
Keyfeder,Çukurlu Çeşme Sokağı,+92122937531,
Big Slice,,,
Beyza Restaurant,,,
O'Mutfak,,,
Uzunya,,+90 0212 2040731,rezervasyon@uzunya.com
beyti lokanta,,,
Yemekhane,,,
YTÜ Yemekhanesi,,,
Özsüt,,,
Maya Balık,,,
Maya Restaurant,,,
Sera Cafe,,,
Dodo Balik Restaurant,Çınarlı Sok,+90 216 582 0707,
Dodo Balik Restaurant,Çınarlı Sok,+90 216 582 0707,
Bony Vex,Hatmi Çıkmazı,,
Karbey,,,
Karbey,,,
Filizler Köftecisi,Üsküdar Harem Sahil Yolu,+90 216 3420000,
Göl Restoran - Cafe,,,
Yıldız Çatı Restaurant,,,
Tony's Pizza,,,
Mihrabat,Mihrabat Caddesi,,
Şima Cafe,,,
İBB Küçükçekmece Sosyal Tesisleri,,,
Layali Shamiya,,,
Niyazibey,,,
Ceviz Ağacı,,0216 212 0818,
Lobya,,,
HSB Sarıyer Börekçisi,,,
Siirt Seref Buryan Kebap Salonu,İtfaiye Caddesi,0212 635 80 85 / 525 35 81,
Kırmızı Koltuklar,,,
Fish house,,,
Lokanta,,,
Nurten Ev Yemekleri,Emin Ali Paşa Caddesi,,
Dönerci Ali Usta,,,
MINTIKA Kebap & Pide & Lahmacun & Meze,Begonya Sokak,02164424542,
Oba Konya Mutfağı,,,
HACIBEY KELLE PAÇA,,,
Zirve Kokoreç,,,
Çınaraltı Dürüm,,+902163994860,
Cook Rosso,,,
Çakmak Dürüm Evi,Tavukçuyolu Caddesi,,
Coşkun Balık Restaurant,Tavukçuyolu Caddesi,,
papağanlı pasta tatlı,,,
küftece,Orhan Veli Kanık Cd.,,
Milos Restaurant,,+90 (216) 350 00 83,
Food Hall,,,
Niyazibey,,,
Baro Bahçe,,,
BELTUR Beyaz köşk restorant,,,
Selçuklu Sosyal Tesisleri,,,
Metro Market Restorant,,,
Zoom Bahçe Cafe Restaurant,Cemal Sahir Sokak,,
Yemekhane,,,
Fatih Belediyesi Cankurtaran Sosyal Tesisleri,Kennedy caddesi,,
Karisma Sen Balık,,,
Asso Kebap & Dürüm Evi,,,
Seyit Ali Haydar Usta,,,
Ayazma Balkon Dürüm,,,
Ostesia,,,
Kasap Döner,,,
Hacıoğlu,,,
Dönerci Ahmet Usta,,,
Hacı Sayid,,,
Kokomusti,,,
Ada Tesisleri,Çiğdem Sokak,+90 216 354 9493,
Mis Döner,Adnan Kahveci Caddesi,,
Calipso Fish,,,
Mavi Yengeç,,,
Nihat Balık,,,
Masmavi Balık Restaurant,,,
Cemilusta Akçaabat Köftecisi,,,
Arda Ocakbaşı,Baraj Yolu,0532 178 27 32,
Dudullu Börekçisi,,,
Zeytinburnu Belediyesi Aşevi,124.Sokak,,
Maltepe Belediyesi Seyirtepe Sosyal Tesisleri,,,
Konak Kebap,İstiklal Caddesi,,
Gökmen Balık,,,
Pınar Esnaf Lokantası,,,
Bülent Börekçilik,,,
Dönerci Celal Usta,Yalnız Selvi Caddesi,,
Nana Ev Yemekleri,,,
Anteplim Kadayıf Baklava,,,
Hanımeli Balık Restaurant,,,
Dürüm Sarayı,,,
Food Club,,,
Huxo,,,
YILDIZ CAFE,,,
Çamlık Et Lokantası,,,
Durusu Club Restaurant,,,
Beltur Burger,,,
Gülistan Sofrası,Gezi Boyu Caddesi,+90 216 390 9991,
Sosyal Lokanta,,,
Mutfak,,,
Gusto Stop,,,
Balık Ye,,,
Taunt Potato Club,Dr. İhsan Ünlüer Sokak,+90 216 969 62 85,
Fetici,,,
MOGADOR,Abdi İpekçi Caddesi,,
Nokta Restoran,,,
İZÜ Yemekhanesi,,,
Türkan Saylan Sosyal Tesisi,,,
Agapia Meyhanesi,,,
Poyraz Sahil Balık Restaurant,Mendirek Yolu,+902163201100,
Poyraz Sahil Balık Restaurant,Mendirek Yolu No:,00902163201100,
Garden Et Lokantası,,,
PashaGarden Restaurant,,,
Karadeniz İnebolu Lokantası,Sultaniye Caddesi,,
Gül Balık Restorant&Cafe,Kelle İbrahim Caddesi,,
Hacıoğlu,Doktor Fahrettin Erkinsoy Sokağı,,
Paşa Sofrası,Fevzi Paşa Caddesi,,
Tolon Paça İşkembe Salonu,,,
Çengelköy Börekçisi,Fevzi Paşa Caddesi,,
Beykoz Sahil Kebapçısı,,,
Emirgan Sütiş,,,
Cafe Ramiz Plus,,,
Atilla Et Mangal,,,
Kaşıbeyaz,,,
YGT Urfam Ocakbaşı,,,
Vagabondo's Pizzeria,Köybaşı Caddesi,0212 299 00 54,
Offf Döner,Köybaşı Caddesi,+90 212 223 2626,
Real Balık,,,
Dürüm İstanbul,,,
Mangalbaşı,,,
Biget,Londra Asfalti,(0212) 690 99 01,
Bahçe Ocakbaşı,,+90 216 455 60 70,
Özsaray,,,
büsqeç,,,
Tenis Cafe,,,
Adana Park,,,
Volkan Arpacı,,,
Beluga,,,
Beyaz Fırın,,,
Çiftlik Döner,,,
Beltur Restaurant,,,
Salon Venedik,,,
Başak Salon,,,
Aygüller,,,
Bob's,,,
Polonez Park Şile,,,
,Dr. Sadık Ahmet Caddesi,,
Koska,,,
İBB Firuzköy Sosyal Tesisleri,,,
Genç Kebap,,,
Tepsi Et Başakşehir,Atatürk Bulvarı,+902125495492,
Ali Baba Et Mangal,,,
Çevrem Lokantası,Reşadiye Caddesi,,
İbb Gazi Sosyal Tesisleri,,,
Happy Moon's,,,
Pilavcı,,,
Dürümcü Sedat Usta Alibeyköy,,,
Binbirgece Gözleme Evi,,,
Dönerci Ali Usta Ataşehir,Çayır Caddesi,,
Eda Kebap,Kaya Sultan Sokağı,,
İBB Altınboynuz Sosyal Tesisi,,+904441034,
Arnavutköy Sosyal Tesisi,Bebek Arnavutköy Caddesi,444 1 034,
Oligark İstanbul,Muallim Naci Caddesi,+90 212 265 65 12,info@oligarkistanbul.com
Villa Park İstanbul,Dalyan Caddesi,+90 212 880 0008,info@villaparkwedding.com
Baltalimanı Polisevi Şube Müdürlüğü Tesisi,Sakıp Sabancı Caddesi,+90 212 229 6084,
Emirgan Sütiş,Sakıp Sabancı Caddesi,+90 212 323 5030,
Emirgan Sütiş,Bebek Arnavutköy Caddesi,+90 212 263 2543,
Sofyalı 9 Restoran,Sofyalı Sokağı,+905332581652,
Albatros Restoran,,,
Kuruçeşme Balık,Arnavutköy Kuruçeşme Caddesi,+90 212 263 4472,info@kurucesmebalik.com
Rami Sosyal Tesisleri,Gazi Ethempaşa Sokağı,+90 212 418 2132,iletisim@esbas.gen.tr
Balıkçı Kenan,,,
Toros Tantuni,Toros Caddesi,02164880333,
Millet Sofrası,Nazım Sokağı,,
Beltur,,,
Restoran,,,
SushiCo,,,
Üçüncü Mekan,,,
Bayındır Restoran,Mimar Sinan Cd.,02164822424,
Lazilla Cafe & Restaurant,,,
Rapala,,,
Bektaşoğlu Ekmek,,,
Yeşilköy Barba Yani,,,
Efe Balık,,,
Porto Balık,,,
Yüksel Balık,,,
Alarga Balık,,,
Lagos Balık,,,
Muhteşem Balık,,,
Chamada Balık Restaurant,,,
Bedri Usta Florya,,,
Hasan Balıkçılar,,,
İhtiyar Balıkçı,,,
Cici Balık,,,
Dürümcü Baba,Bostan Sokağı,+90 212 662 48 48,info@durumcubaba.com.tr
İBB Kent Lokantası,,,
Raguba,,,
Güngör İşkembe,Rami Kışla Caddesi,+90 212 418 2770,
Ahali 279,Kilyos Caddesi,+902122025376,
Vialand Kitchen,,,
Vialand  Cafe Viking,,,
Poyraz Balıkçı Osman,,,
Özcanlar Kokoreç,,,
